sub,SCBF,BASIL,PVCGM,PVCWM
1014.0,28.5544376373291,29.129894256591797,32.43486404418945,31.048995971679688
1285.0,36.42523193359375,37.17169189453125,41.08679962158203,40.00149917602539
1658.0,25.093326568603516,25.597522735595703,28.610389709472656,27.572702407836914
1015.0,26.83082389831543,27.37128448486328,30.178415298461914,28.908653259277344
1286.0,47.0092887878418,47.842681884765625,54.37055206298828,50.41215133666992
1663.0,23.307069778442383,23.679553985595703,25.95722198486328,25.607627868652344
1016.0,22.41942596435547,22.961057662963867,25.123355865478516,25.060522079467773
1287.0,54.47515106201172,55.70073699951172,64.84037780761719,53.00344467163086
1686.0,33.15899658203125,33.676902770996094,37.33270263671875,38.10323715209961
1017.0,47.90098190307617,48.76007843017578,54.43350601196289,47.81441879272461
1288.0,33.38232421875,33.83224105834961,40.04894256591797,33.63236618041992
1693.0,28.535158157348633,29.073068618774414,33.03099822998047,30.337568283081055
1020.0,43.264060974121094,44.09996032714844,49.784515380859375,45.07402801513672
1317.0,42.30173110961914,43.01583480834961,50.86798095703125,43.87346649169922
1705.0,23.41928482055664,23.72010612487793,27.48326873779297,25.027355194091797
1021.0,31.875391006469727,32.41755676269531,36.83917999267578,33.969146728515625
1322.0,45.48275375366211,46.21196746826172,53.19815444946289,45.796234130859375
1706.0,40.359859466552734,41.06195068359375,46.82131576538086,42.47549057006836
1023.0,39.83152770996094,40.74489974975586,46.72427749633789,41.6864128112793
1323.0,48.39108657836914,49.022098541259766,58.21819305419922,48.54859924316406
1717.0,26.184711456298828,26.591161727905273,29.396955490112305,27.654226303100586
1025.0,38.466575622558594,39.20046615600586,43.56339645385742,41.09102249145508
1324.0,34.026859283447266,34.50374221801758,39.414188385009766,35.22358322143555
1719.0,29.388870239257812,29.76451301574707,32.551719665527344,31.386058807373047
1031.0,24.447736740112305,25.0093994140625,27.215028762817383,26.622943878173828
1325.0,50.72279739379883,51.29363250732422,60.54150390625,51.036415100097656
1729.0,49.574066162109375,50.22891616821289,58.59152603149414,49.25640106201172
1032.0,26.024293899536133,26.34526824951172,28.854888916015625,28.267242431640625
1326.0,32.28669738769531,32.84767150878906,38.76764678955078,33.70720672607422
1730.0,41.524635314941406,42.39540481567383,49.09867477416992,43.15103530883789
1044.0,45.1435661315918,46.23088836669922,52.69884490966797,49.05622863769531
1335.0,54.36219787597656,55.51390075683594,63.56358337402344,58.228004455566406
1747.0,57.255123138427734,58.41788101196289,69.93081665039062,57.6479377746582
1054.0,26.819271087646484,27.426834106445312,31.44974136352539,28.9075927734375
1336.0,31.466064453125,32.77769470214844,34.94168472290039,36.300540924072266
1751.0,36.66817092895508,37.382930755615234,41.037132263183594,40.671485900878906
1055.0,27.28444480895996,27.887819290161133,31.557533264160156,29.049821853637695
1382.0,32.469120025634766,32.94107437133789,36.42418670654297,34.67295455932617
1754.0,52.390342712402344,53.21175003051758,59.20451354980469,56.9501953125
1059.0,23.795236587524414,24.1114501953125,26.068971633911133,26.18107032775879
1383.0,34.153717041015625,34.69361114501953,38.46223831176758,37.624786376953125
1755.0,22.676128387451172,22.89689064025879,25.06406593322754,24.93563461303711
1064.0,35.125953674316406,35.64742660522461,40.37686538696289,37.352054595947266
1384.0,70.58210754394531,72.29882049560547,81.99737548828125,76.46366119384766
1760.0,40.50895690917969,41.180728912353516,47.73759841918945,42.20847702026367
1065.0,47.92301559448242,48.89244842529297,58.67612838745117,48.14036560058594
1415.0,41.09953689575195,41.808631896972656,49.094791412353516,42.45860290527344
1764.0,42.01020050048828,42.66877365112305,49.824607849121094,42.64265441894531
1077.0,25.23472785949707,25.367673873901367,27.69754981994629,29.11678123474121
1417.0,52.978614807128906,53.54914093017578,63.47211456298828,53.4946174621582
1765.0,30.098615646362305,30.651844024658203,34.11296844482422,33.68894958496094
1078.0,46.227874755859375,46.933963775634766,53.307769775390625,50.36063003540039
1418.0,45.52640914916992,46.53178787231445,51.43422317504883,51.61608123779297
1766.0,39.18610382080078,39.97586441040039,44.17509841918945,41.90096664428711
1112.0,39.686256408691406,40.4497184753418,44.84415817260742,43.70747375488281
1420.0,31.26552963256836,31.6951961517334,36.96135330200195,32.869693756103516
1767.0,34.20392608642578,34.836795806884766,39.729740142822266,37.74685287475586
1113.0,38.450340270996094,38.933128356933594,45.13628387451172,40.830684661865234
1423.0,23.475046157836914,23.782791137695312,26.527652740478516,26.11734390258789
1768.0,30.882747650146484,31.409242630004883,35.36922073364258,32.75762176513672
1144.0,28.729394912719727,29.325613021850586,31.750591278076172,32.02079391479492
1456.0,21.957048416137695,22.33821678161621,24.363134384155273,24.11846160888672
1777.0,31.15437889099121,31.60727882385254,35.091793060302734,33.61780548095703
1149.0,24.15828514099121,24.54503059387207,26.563514709472656,26.61870574951172
1505.0,27.407432556152344,27.978168487548828,32.222557067871094,29.63086700439453
1778.0,19.049758911132812,19.288957595825195,20.648752212524414,21.019689559936523
1150.0,36.620513916015625,37.283687591552734,43.20205307006836,37.42909240722656
1507.0,45.58695602416992,46.269737243652344,54.38877487182617,46.504730224609375
1790.0,30.616405487060547,31.163362503051758,33.59899139404297,33.61885070800781
1151.0,63.78271484375,65.12599182128906,75.08566284179688,66.33619689941406
1508.0,39.05040740966797,39.53709030151367,46.02486801147461,39.678443908691406
1797.0,33.649925231933594,34.11317443847656,39.702491760253906,34.15776443481445
1166.0,27.872154235839844,28.343326568603516,30.888216018676758,30.574007034301758
1509.0,29.996063232421875,30.614803314208984,33.959938049316406,33.86046600341797
1798.0,33.35274124145508,33.93453598022461,39.24186706542969,34.57979202270508
1169.0,25.738067626953125,26.18125343322754,29.03759002685547,27.46790885925293
1537.0,29.05872344970703,29.5927791595459,31.871530532836914,32.73165512084961
1841.0,29.879091262817383,30.486400604248047,33.80321502685547,33.319400787353516
1187.0,14.781779289245605,14.845869064331055,15.941332817077637,15.621302604675293
1558.0,31.85220718383789,32.310916900634766,34.84225082397461,34.80476760864258
1842.0,50.623958587646484,51.583072662353516,57.523582458496094,54.15781784057617
1198.0,28.65357208251953,28.918766021728516,33.02266311645508,30.28192901611328
1569.0,41.88152313232422,42.41442108154297,47.31113815307617,45.88728713989258
1870.0,37.901878356933594,38.559669494628906,44.557395935058594,40.89914321899414
1208.0,50.21893310546875,51.11050796508789,57.94293212890625,54.46304702758789
1577.0,43.10239028930664,43.85410690307617,50.523197174072266,44.061832427978516
1871.0,13.824498176574707,13.902509689331055,15.083544731140137,14.664382934570312
1211.0,55.18656539916992,56.24517059326172,64.42447662353516,57.935665130615234
1578.0,29.726451873779297,30.1140193939209,32.765567779541016,32.95738983154297
