sub,task,FD,relRMS,coregDC,coregJC,coregCC,coregCOV,normDC,normJC,normCC,normCOV,cbfQEI,scoreQEI,scrubQEI,basilQEI,pvcQEI,GMmeanCBF,WMmeanCBF,Gm_Wm_CBF_ratio,NEG_CBF_PERC,NEG_SCORE_PERC,NEG_SCRUB_PERC,NEG_BASIL_PERC,NEG_PVC_PERC
103679,rest,0.19253831023249998,0.0021910473682241337,0.9935912814010076,0.9872641830688552,0.991789822171838,1.0,0.9651766493605166,0.9326970141948115,0.956276337137178,0.9709279284379776,0.7781787457119582,0.7828529545543862,0.8526279674062202,0.8362916273914188,0.7657530135970867,57.23299175157646,44.463104944441916,1.287201868225148,0.2007665632414674,0.2098923161160796,0.03650301149844862,0.0,0.0
104235,rest,0.17276945490499998,0.006381951872179431,0.9846828720068156,0.9698278940227094,0.9807860588698832,1.0,0.958743467361593,0.9207562568008704,0.9483738691190634,0.9709409064830752,0.8224330251104026,0.8253541871162664,0.8598795921570584,0.8417411521910522,0.7821495351861251,41.63990999874757,31.51806591236645,1.3211442007426513,0.08240249038637612,0.09155832265152902,0.018311664530305805,0.0,0.0
104785,rest,0.13329430546249998,0.0007417645654151607,0.9943553013898914,0.9887739703338364,0.9929148948830899,1.0,0.9510441727048842,0.9066579811633146,0.9389137330105216,0.9682318840579709,0.8262175600413223,0.8327337892703232,0.8713735923027318,0.8426011339600179,0.7686854859536467,56.84674831531829,39.85152459372828,1.4264635768606118,0.0670690811535882,0.057487783845932734,0.0,0.0,0.0
105168,rest,0.11963460213750003,0.0007657474132335682,0.9928238566897604,0.9857499736110622,0.9908966003735514,1.0,0.9649852296750528,0.9323395736392164,0.9559534048134006,0.9658912556053812,0.8218432840818198,0.8228302481901141,0.860582990080847,0.8445104210737855,0.7898513901010137,41.957997654607894,30.04047823606555,1.3967153693390468,0.07395082270290257,0.07395082270290257,0.018487705675725642,0.0,0.0
105176,rest,0.09558130222749997,0.00047281718493682334,0.9893461084694862,0.9789168346952491,0.9865466439902566,1.0,0.9659151230687564,0.9340772161132576,0.9570991349193596,0.9671580831957928,0.8193654104912251,0.8201086183321801,0.8575315090118246,0.8433887625536827,0.7561231598310312,47.07484850197192,35.97381441820706,1.308586516701059,0.2939080869255433,0.28500178126113285,0.11578197363733525,0.0,0.0
105309,rest,0.19473303815,0.0031104297337430217,0.9949043822312812,0.9898604318263152,0.9937218704626808,1.0,0.9708126268635824,0.9432807399347116,0.963282842425728,0.971615108720018,0.7970604951080371,0.7970940899306567,0.8561284188323733,0.827096765706521,0.7632392609470865,60.17064103700585,45.86620510050229,1.3118731079922483,0.20257267294641956,0.22282994024106148,0.030385900941962925,0.0,0.0
105767,rest,0.18592230229249998,0.0007059292349434838,0.9880744618964514,0.9764300086231676,0.9854979795983626,1.0,0.9663887841593009,0.9349635233720616,0.9576920519737754,0.9679973144599546,0.8332303889557314,0.8340698593919164,0.8706726528284976,0.8430196509571373,0.7711259440066559,55.611542875858,44.05186626176612,1.2624105990289192,0.11759675005345308,0.12828736369467605,0.02138122728244601,0.0,0.0
105979,rest,0.11560051762499997,0.0011120508885698675,0.9998680912808336,0.999736217356898,0.9998404106003758,1.0,0.975266583575682,0.9517271203848856,0.9688746538271092,0.9850337091224438,0.7899675573226885,0.7921004495523736,0.8603056436348006,0.8480817107394104,0.7641491539238969,61.392863779029504,49.98328013724664,1.228268005029959,0.24769196126998425,0.25895068678225625,0.06755235307363207,0.0,0.0
106039,rest,0.1762437666125,0.0010470014938803176,0.9854306983339242,0.9712798294958248,0.9816052879182304,1.0,0.9526837265663982,0.909642818251116,0.9410305827933924,0.9713646142217572,0.8009020183603004,0.8033475402416204,0.8463766491413834,0.8206416317407148,0.7154536653754296,49.1130701018491,40.1793712087825,1.2223454131883935,0.046420945130442856,0.055705134156531416,0.0,0.0,0.0
106246,rest,0.2089232118,0.005779522014580946,0.997068676716918,0.9941544885177452,0.996166290299588,1.0,0.9600112962439988,0.9230978113289524,0.9498746795339928,0.9692355943318222,0.7569880371395917,0.7567059461574615,0.8347751367028922,0.8132520861865364,0.7146260185619926,58.76960568147547,42.26747923892729,1.3904213532410077,0.25951557093425603,0.25951557093425603,0.08650519031141869,0.0,0.0
106331,rest,0.21942065682500006,0.002935708023974997,0.9741333154865479,0.9495710604429656,0.9670434514987094,1.0,0.93369378797128,0.8756338258546426,0.9184953317833072,0.9717138103161398,0.778845910741601,0.7798788375644515,0.8267126175446864,0.8046467541132104,0.7147062971530276,42.091620762493356,31.171399325253123,1.3503282391430318,0.2554147936248468,0.22476501838986515,0.03064977523498161,0.0,0.0
106802,rest,0.08556399092125001,0.00021633555304246925,0.988647083699294,0.9775490511418462,0.9852775465699859,1.0,0.9577962960342951,0.9190106429192006,0.94715237507745,0.968941432415412,0.8138231870552316,0.8137829177961708,0.851588966033538,0.8329013067082183,0.7514839088237862,57.64292727873053,44.19237330909058,1.3043636936075824,0.1687336539272758,0.1687336539272758,0.025310048089091368,0.0,0.0
106880,rest,0.14169519571499994,0.0007478936088229872,0.9882615373363564,0.9767954602956592,0.9852757738679632,1.0,0.9648108283032938,0.9320140266942126,0.9558167269403416,0.9705599275321292,0.8127293514868046,0.8124203798998311,0.8498426238764079,0.8264327392112161,0.7872196445886693,56.30315761326536,46.63401332434224,1.2073410285680042,0.2718919932495781,0.2812675792237015,0.08438027376711045,0.0,0.0
107055,rest,0.24397271327500006,0.0009645759859783881,0.9955915521837196,0.9912218025926304,0.9943405323116012,1.0,0.9563178536918092,0.9162922419192332,0.9454503133652634,0.971812274368231,0.5331686162210989,0.5478508013214455,0.8572478715647756,0.7758454807146064,0.6659937826455926,45.44134287468971,39.29361288442935,1.1564562161372665,0.056942203663281774,0.056942203663281774,0.009490367277213628,0.0,0.0
109521,rest,0.149570310515,0.0008068547265866205,0.9914479770742604,0.9830409880078754,0.9897606368495206,1.0,0.969811320754717,0.9413919413919414,0.9619852009582788,0.9777603714997064,0.8283919273825808,0.8317875177411861,0.8884136202891586,0.8661466517938492,0.8277837032165352,56.20676911555092,46.00332347880252,1.221798010777416,0.07524454477050413,0.07524454477050413,0.02149844136300118,0.0,0.0
